geneId	chr	strand	start	end	ensembl_gene_id	hgnc_symbol	description
ENSG00000007933.11	chr1	+	171090877	171117819	ENSG00000007933	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]
ENSG00000007944.13	chr6	+	16129125	16148248	ENSG00000007944	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
ENSG00000007952.16	chrX	-	100843324	100874345	ENSG00000007952	NOX1	NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]
ENSG00000007968.6	chr1	-	23506430	23531220	ENSG00000007968	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]
ENSG00000008018.8	chr6	-	170535117	170553341	ENSG00000008018	PSMB1	proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]
ENSG00000008056.11	chrX	-	47571898	47619853	ENSG00000008056	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]
ENSG00000008083.12	chr6	+	15246296	15522040	ENSG00000008083	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]
ENSG00000008086.9	chrX	+	18425583	18653629	ENSG00000008086	CDKL5	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]
ENSG00000008128.21	chr1	-	1702730	1724324	ENSG00000008128	CDK11A	cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]
ENSG00000008130.14	chr1	-	1751232	1780457	ENSG00000008130	NADK	NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]
ENSG00000008226.18	chr3	+	38039205	38124025	ENSG00000008226	DLEC1	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899]
ENSG00000008256.14	chr7	-	6161776	6272644	ENSG00000008256	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]
ENSG00000008277.13	chr7	+	87934143	88202889	ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]
ENSG00000008282.6	chr7	-	106090503	106112576	ENSG00000008282	SYPL1	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
ENSG00000008283.14	chr17	-	63432304	63446378	ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]
ENSG00000008294.19	chr17	-	50962174	51120865	ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
ENSG00000008300.13	chr3	-	48636469	48662915	ENSG00000008300	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]
ENSG00000008311.13	chr7	-	122075647	122144280	ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
ENSG00000008323.14	chr12	+	6310436	6328506	ENSG00000008323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]
ENSG00000008324.9	chr3	+	42581840	42595114	ENSG00000008324	SS18L2	SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]
ENSG00000008382.14	chr19	+	4343527	4360086	ENSG00000008382	MPND	MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]
ENSG00000008394.11	chr12	+	16347142	16609259	ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
ENSG00000008405.10	chr12	-	106991364	107093829	ENSG00000008405	CRY1	cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384]
ENSG00000008441.15	chr19	+	12995608	13098796	ENSG00000008441	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]
ENSG00000008513.13	chr8	-	133454848	133571940	ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]
ENSG00000008516.15	chr16	+	3046681	3060726	ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]
ENSG00000008517.15	chr16	+	3065297	3082192	ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]
ENSG00000008710.16	chr16	-	2088710	2135898	ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]
ENSG00000008735.13	chr22	+	50600685	50613981	ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
ENSG00000008838.16	chr17	-	40019097	40061215	ENSG00000008838	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]
ENSG00000008853.15	chr8	+	22987417	23020199	ENSG00000008853	RHOBTB2	Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]
ENSG00000008869.10	chr2	-	36968383	37084342	ENSG00000008869	HEATR5B	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]
ENSG00000008952.15	chr3	+	169966635	169998373	ENSG00000008952	SEC62	SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]
ENSG00000008988.8	chr8	-	56067295	56074581	ENSG00000008988	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]
ENSG00000009307.14	chr1	-	114716913	114758676	ENSG00000009307	CSDE1	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]
ENSG00000009335.16	chr7	+	157138913	157269372	ENSG00000009335	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]
ENSG00000009413.14	chr6	-	111299028	111483715	ENSG00000009413	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]
ENSG00000009724.15	chr1	-	11026523	11047233	ENSG00000009724	MASP2	mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]
ENSG00000009765.13	chr6	+	150368892	150405969	ENSG00000009765	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]
ENSG00000009780.14	chr1	+	27725979	27763122	ENSG00000009780	FAM76A	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
ENSG00000009790.13	chr1	+	209756032	209782320	ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]
ENSG00000009830.10	chr14	-	77274956	77320884	ENSG00000009830	POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]
ENSG00000009844.14	chr6	+	142147162	142224689	ENSG00000009844	VTA1	vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]
ENSG00000009950.14	chr7	-	73593194	73624543	ENSG00000009950	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]
ENSG00000009954.9	chr7	-	73440398	73522278	ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]
ENSG00000010017.12	chr6	-	13621498	13711564	ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
ENSG00000010030.12	chr6	-	36354091	36387800	ENSG00000010030	ETV7	ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]
ENSG00000010072.14	chr1	+	231337104	231355023	ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]
ENSG00000010165.18	chr1	+	171781664	171814023	ENSG00000010165	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]
ENSG00000010219.12	chr12	+	4562204	4615302	ENSG00000010219	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]
ENSG00000010244.15	chr17	+	32350117	32381886	ENSG00000010244	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]
ENSG00000010256.9	chr3	-	48599002	48610976	ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:HGNC:12585]
ENSG00000010270.12	chr7	+	38178222	38230671	ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]
ENSG00000010278.10	chr12	+	6199715	6238271	ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
ENSG00000010292.11	chr12	+	6493356	6531955	ENSG00000010292	NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]
ENSG00000010295.18	chr12	-	6538375	6556083	ENSG00000010295	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
ENSG00000010310.7	chr19	+	45668244	45683724	ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]
ENSG00000010318.18	chr3	+	52410561	52423641	ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]
ENSG00000010319.5	chr3	-	52433053	52445085	ENSG00000010319	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]
ENSG00000010322.14	chr3	+	52455118	52493071	ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]
ENSG00000010327.9	chr3	+	52495338	52524495	ENSG00000010327	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]
ENSG00000010361.12	chr19	-	49806869	49817376	ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
ENSG00000010404.16	chrX	-	149476990	149521096	ENSG00000010404	IDS	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]
ENSG00000010438.15	chr9	+	33750466	33799231	ENSG00000010438	PRSS3	protease, serine 3 [Source:HGNC Symbol;Acc:HGNC:9486]
ENSG00000010539.10	chr16	-	3222325	3236221	ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]
ENSG00000010610.8	chr12	+	6786858	6820808	ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]
ENSG00000010626.13	chr12	+	6873569	6914243	ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
ENSG00000010671.14	chrX	-	101349447	101390796	ENSG00000010671	BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]
ENSG00000010704.17	chr6	+	26087281	26098343	ENSG00000010704	HFE	hemochromatosis [Source:HGNC Symbol;Acc:HGNC:4886]
ENSG00000010803.15	chr1	-	41027200	41242154	ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19003]
ENSG00000010810.16	chr6	-	111660332	111873452	ENSG00000010810	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]
ENSG00000010818.7	chr6	-	142751467	142945201	ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]
ENSG00000010932.14	chr1	+	171248471	171285978	ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]
ENSG00000011007.11	chr1	+	23743155	23762059	ENSG00000011007	TCEB3	transcription elongation factor B subunit 3 [Source:HGNC Symbol;Acc:HGNC:11620]
ENSG00000011009.9	chr1	+	23790970	23795539	ENSG00000011009	LYPLA2	lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
ENSG00000011021.20	chr1	+	11806096	11843144	ENSG00000011021	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]
ENSG00000011028.12	chr17	+	62627401	62693597	ENSG00000011028	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]
ENSG00000011052.20	chr17	+	51153590	51171744	ENSG00000011052	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]
ENSG00000011083.7	chr5	+	150189957	150222788	ENSG00000011083	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]
ENSG00000011105.10	chr12	+	3077355	3286564	ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
ENSG00000011114.13	chr14	-	93237550	93333092	ENSG00000011114	BTBD7	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]
ENSG00000011132.10	chr19	-	3750819	3761699	ENSG00000011132	APBA3	amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]
ENSG00000011143.15	chr17	-	58205437	58219605	ENSG00000011143	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]
ENSG00000011198.6	chr3	+	43690113	43734371	ENSG00000011198	ABHD5	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
ENSG00000011201.9	chrX	-	8528874	8732187	ENSG00000011201	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]
ENSG00000011243.16	chr19	-	15380048	15419141	ENSG00000011243	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
ENSG00000011258.14	chr17	-	51177425	51260163	ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
ENSG00000011260.12	chr17	+	51260528	51297936	ENSG00000011260	UTP18	UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]
ENSG00000011275.17	chr7	-	5620047	5781739	ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]
ENSG00000011295.14	chr17	+	15999380	16045015	ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
ENSG00000011304.15	chr19	+	797075	812327	ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]
ENSG00000011332.18	chr19	-	38211006	38229714	ENSG00000011332	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]
ENSG00000011347.8	chr11	-	61515313	61581148	ENSG00000011347	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]
ENSG00000011376.8	chr3	+	45388506	45549421	ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]
ENSG00000011405.12	chr11	-	17077730	17207983	ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
ENSG00000011422.10	chr19	-	43646095	43670547	ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
ENSG00000011426.9	chr7	+	36389806	36453791	ENSG00000011426	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000011451.16	chr19	-	15419980	15449951	ENSG00000011451	WIZ	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]
ENSG00000011454.15	chr9	+	122940833	123104866	ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]
ENSG00000011465.15	chr12	-	91140484	91183123	ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]
ENSG00000011478.10	chr19	+	45692483	45703989	ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]
ENSG00000011485.13	chr19	+	46346994	46392981	ENSG00000011485	PPP5C	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
ENSG00000011523.12	chr2	+	65056366	65087004	ENSG00000011523	CEP68	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]
ENSG00000011566.13	chr2	-	39249266	39437312	ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
ENSG00000011590.12	chr19	+	35704527	35717038	ENSG00000011590	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]
ENSG00000011600.10	chr19	-	35904401	35908295	ENSG00000011600	TYROBP	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]
ENSG00000011638.9	chr16	+	21158377	21180616	ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]
ENSG00000012048.18	chr17	-	43044295	43125483	ENSG00000012048	BRCA1	BRCA1, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]
ENSG00000012061.14	chr19	-	45407333	45478828	ENSG00000012061	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]
ENSG00000012124.13	chr19	+	35319261	35347355	ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSG00000012171.16	chr3	+	50267558	50277546	ENSG00000012171	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]
ENSG00000012174.10	chrX	+	21839636	21885424	ENSG00000012174	MBTPS2	membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]
ENSG00000012211.11	chrX	-	49175264	49186528	ENSG00000012211	PRICKLE3	prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]
ENSG00000012223.11	chr3	-	46435645	46485234	ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
ENSG00000012232.7	chr8	+	28600469	28755599	ENSG00000012232	EXTL3	exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
ENSG00000012504.12	chr12	+	100473708	100564413	ENSG00000012504	NR1H4	nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]
ENSG00000012660.12	chr6	-	53267398	53349179	ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000012779.9	chr10	+	45374176	45446119	ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENSG00000012817.14	chrY	-	19703865	19744939	ENSG00000012817	KDM5D	lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]
ENSG00000012822.14	chr12	-	53708517	53727745	ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]
ENSG00000012963.12	chr14	+	93207056	93229215	ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:HGNC:20344]
ENSG00000012983.10	chr14	-	50418501	50561126	ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]
ENSG00000013016.13	chr2	+	31234337	31269447	ENSG00000013016	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]
ENSG00000013275.6	chr19	+	39971005	39981441	ENSG00000013275	PSMC4	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
ENSG00000013288.7	chr4	+	6575175	6623362	ENSG00000013288	MAN2B2	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
ENSG00000013297.9	chr3	+	170418865	170860380	ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]
ENSG00000013306.14	chr17	-	44319625	44324870	ENSG00000013306	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
ENSG00000013364.17	chr16	+	29820394	29848039	ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]
ENSG00000013374.14	chr7	+	151341699	151378449	ENSG00000013374	NUB1	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]
ENSG00000013375.14	chr6	-	83161150	83193936	ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]
ENSG00000013392.7	chr6	+	83193379	83198932	ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]
ENSG00000013441.14	chr2	-	200853009	200864744	ENSG00000013441	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
ENSG00000013503.8	chr12	+	106357658	106510198	ENSG00000013503	POLR3B	polymerase (RNA) III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]
ENSG00000013523.8	chr14	-	76786178	76826246	ENSG00000013523	ANGEL1	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19961]
ENSG00000013561.16	chr5	+	141958328	141990291	ENSG00000013561	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
ENSG00000013563.12	chrX	-	154401238	154412112	ENSG00000013563	DNASE1L1	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:HGNC:2957]
ENSG00000013573.15	chr12	+	31073845	31104791	ENSG00000013573	DDX11	DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
ENSG00000013583.7	chr12	-	12974864	13000273	ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
ENSG00000013588.5	chr12	+	12890782	12917937	ENSG00000013588	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSG00000013619.12	chrX	+	150361422	150514178	ENSG00000013619	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]
ENSG00000013725.13	chr11	+	60971680	61020377	ENSG00000013725	CD6	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]
ENSG00000013810.17	chr4	+	1721490	1745176	ENSG00000013810	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]
ENSG00000014123.9	chr6	+	96521595	96555276	ENSG00000014123	UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]
ENSG00000014138.7	chr11	+	65261762	65305589	ENSG00000014138	POLA2	polymerase (DNA) alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]
ENSG00000014164.6	chr8	-	143437655	143541453	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]
ENSG00000014216.14	chr11	+	65180566	65212006	ENSG00000014216	CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]
ENSG00000014257.14	chr3	+	132317367	132368298	ENSG00000014257	ACPP	acid phosphatase, prostate [Source:HGNC Symbol;Acc:HGNC:125]
ENSG00000014641.16	chr2	+	63588609	63607197	ENSG00000014641	MDH1	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]
ENSG00000014824.12	chr4	+	41990472	42090457	ENSG00000014824	SLC30A9	solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]
ENSG00000014914.18	chr1	-	149928651	149936898	ENSG00000014914	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]
ENSG00000014919.11	chr10	-	99711844	99732100	ENSG00000014919	COX15	COX15 cytochrome c oxidase assembly homolog [Source:HGNC Symbol;Acc:HGNC:2263]
ENSG00000015133.17	chr14	-	91271323	91417844	ENSG00000015133	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
ENSG00000015153.13	chr12	-	42157104	42238349	ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
ENSG00000015171.17	chr10	+	134465	254637	ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
ENSG00000015285.9	chrX	+	48676596	48691427	ENSG00000015285	WAS	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]
ENSG00000015413.8	chr16	+	89613308	89638456	ENSG00000015413	DPEP1	dipeptidase 1 (renal) [Source:HGNC Symbol;Acc:HGNC:3002]
ENSG00000015475.17	chr22	-	17734138	17774770	ENSG00000015475	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
ENSG00000015479.16	chr5	+	139293648	139331359	ENSG00000015479	MATR3	matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]
ENSG00000015520.13	chr7	-	44512535	44541315	ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]
ENSG00000015532.8	chr17	+	50346092	50363138	ENSG00000015532	XYLT2	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000015676.16	chr7	-	44379121	44490880	ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]
ENSG00000016082.13	chr5	+	51383391	51394738	ENSG00000016082	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]
